trial,rt,response,img,recording,world,true_goal,filler,base_probe,distractor_probe,true_color,answer,probetype,probe_num,object,worldtype,pid,confidence,correct_conf,correct
3,10250,68,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col2blue.jpg,red,0,col2,0,bottombump_1,maybe,67886a97eccd9d65d8fcfd2b,18,32,0
4,7290,100,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0002/col1red.jpg,blue,1,col1,0,bottombump_0,definite,67886a97eccd9d65d8fcfd2b,50,100,1
5,6154,23,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0000/col1blue.jpg,red,0,col1,0,topbump_0,maybe,67886a97eccd9d65d8fcfd2b,27,77,1
6,5633,100,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col1red.jpg,blue,1,col1,0,topbump_2,NA,67886a97eccd9d65d8fcfd2b,50,100,1
7,9723,0,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11blue.jpg,red,0,col1,1,bump_5,NA,67886a97eccd9d65d8fcfd2b,50,100,1
8,5230,100,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col1red.jpg,blue,1,col1,0,topbump_3,NA,67886a97eccd9d65d8fcfd2b,50,100,1
9,8197,100,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col1red.jpg,blue,1,col1,0,bottombump_0,maybe,67886a97eccd9d65d8fcfd2b,50,100,1
10,5579,0,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col21red.jpg,blue,1,col2,1,topbump_3,maybe,67886a97eccd9d65d8fcfd2b,50,0,0
11,5018,100,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1blue.jpg,assets/targets/lh_hh_plinko_0001/col11red.jpg,blue,1,col1,1,topbump_0,NA,67886a97eccd9d65d8fcfd2b,50,100,1
12,10194,0,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,67886a97eccd9d65d8fcfd2b,50,100,1
13,12372,0,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0393/col2blue.jpg,red,0,col2,0,bottombump_3,maybe,67886a97eccd9d65d8fcfd2b,50,100,1
14,6269,0,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col1blue.jpg,red,0,col1,0,bottombump_0,definite,67886a97eccd9d65d8fcfd2b,50,100,1
0,33698,9,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11blue.jpg,red,0,col1,1,bottombump_0,definite,616ef680ab8ca318a227f5ec,41,91,1
1,8772,50,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col21red.jpg,blue,1,col2,1,bump_4,maybe,616ef680ab8ca318a227f5ec,0,50,0
2,9220,0,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0002/col11blue.jpg,red,0,col1,1,bottombump_0,definite,616ef680ab8ca318a227f5ec,50,100,1
3,18617,61,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1red.jpg,assets/targets/lh_hh_plinko_0000/col11blue.jpg,red,0,col1,1,topbump_3,NA,616ef680ab8ca318a227f5ec,11,39,0
4,7103,0,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1red.jpg,assets/targets/lh_hh_plinko_0002/col11blue.jpg,red,0,col1,1,bottombump_0,definite,616ef680ab8ca318a227f5ec,50,100,1
5,9555,20,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0269/col11blue.jpg,red,0,col1,1,topbump_1,maybe,616ef680ab8ca318a227f5ec,30,80,1
6,6918,0,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col11blue.jpg,red,0,col1,1,topbump_0,NA,616ef680ab8ca318a227f5ec,50,100,1
7,6814,13,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11blue.jpg,red,0,col1,1,topbump_0,maybe,616ef680ab8ca318a227f5ec,37,87,1
8,7840,47,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col21blue.jpg,red,0,col2,1,bottombump_1,maybe,616ef680ab8ca318a227f5ec,3,53,1
9,4400,87,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col11red.jpg,blue,1,col1,1,topbump_1,NA,616ef680ab8ca318a227f5ec,37,87,1
10,4087,3,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0001/col11blue.jpg,red,0,col1,1,topbump_0,NA,616ef680ab8ca318a227f5ec,47,97,1
11,10990,58,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0002/col1blue.jpg,red,0,col1,0,topbump_2,NA,616ef680ab8ca318a227f5ec,8,42,0
12,6559,41,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col1red.jpg,blue,1,col1,0,bottombump_2,maybe,616ef680ab8ca318a227f5ec,9,41,0
13,6063,82,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0246/col21blue.jpg,red,0,col2,1,bump_4,maybe,616ef680ab8ca318a227f5ec,32,18,0
14,11108,85,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11red.jpg,blue,1,col1,1,bump_5,NA,616ef680ab8ca318a227f5ec,35,85,1
0,34723,100,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_0,maybe,5e34325430e5263f0bebb32d,50,100,1
1,7957,0,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11red.jpg,blue,1,col1,1,topbump_2,NA,5e34325430e5263f0bebb32d,50,0,0
2,10313,0,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col2red.jpg,blue,1,col2,0,bottombump_3,maybe,5e34325430e5263f0bebb32d,50,0,0
3,7718,0,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11red.jpg,blue,1,col1,1,bottombump_0,definite,5e34325430e5263f0bebb32d,50,0,0
4,8344,0,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col2blue.jpg,red,0,col2,0,bottombump_1,maybe,5e34325430e5263f0bebb32d,50,100,1
5,5964,50,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0246/col1blue.jpg,red,0,col1,0,bump_6,maybe,5e34325430e5263f0bebb32d,0,50,0
6,8767,100,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0002/col11blue.jpg,red,0,col1,1,bottombump_0,definite,5e34325430e5263f0bebb32d,50,0,0
7,7282,0,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col2red.jpg,blue,1,col2,0,topbump_3,maybe,5e34325430e5263f0bebb32d,50,0,0
8,7671,0,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11blue.jpg,red,0,col1,1,bump_5,NA,5e34325430e5263f0bebb32d,50,100,1
9,5335,100,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1blue.jpg,assets/targets/lh_hh_plinko_0002/col11red.jpg,blue,1,col1,1,bottombump_0,definite,5e34325430e5263f0bebb32d,50,100,1
10,7654,100,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col1blue.jpg,red,0,col1,0,topbump_0,NA,5e34325430e5263f0bebb32d,50,0,0
11,14645,100,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0001/col11red.jpg,blue,1,col1,1,topbump_0,NA,5e34325430e5263f0bebb32d,50,100,1
12,5544,0,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_3,NA,5e34325430e5263f0bebb32d,50,0,0
13,10954,100,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0202/col2blue.jpg,red,0,col2,0,bump_4,maybe,5e34325430e5263f0bebb32d,50,0,0
14,4872,100,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1blue.jpg,assets/targets/lh_hh_plinko_0003/col11red.jpg,blue,1,col1,1,topbump_1,NA,5e34325430e5263f0bebb32d,50,100,1
0,7412,2,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1red.jpg,assets/targets/lh_hh_plinko_0003/col1blue.jpg,red,0,col1,0,topbump_1,NA,67105e698f7df6c2eb1b9137,48,98,1
1,5018,100,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11red.jpg,blue,1,col1,1,topbump_2,NA,67105e698f7df6c2eb1b9137,50,100,1
2,5037,33,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0240/col2blue.jpg,red,0,col2,0,bottombump_1,maybe,67105e698f7df6c2eb1b9137,17,67,1
3,5993,98,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11red.jpg,blue,1,col1,1,topbump_0,maybe,67105e698f7df6c2eb1b9137,48,98,1
4,7633,85,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col1red.jpg,blue,1,col1,0,bump_6,maybe,67105e698f7df6c2eb1b9137,35,85,1
5,11123,80,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1red.jpg,assets/targets/lh_hh_plinko_0002/col1blue.jpg,red,0,col1,0,bottombump_0,definite,67105e698f7df6c2eb1b9137,30,20,0
6,7900,2,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base1red.jpg,assets/targets/hh_hl_unlink_plinko_0202/col1blue.jpg,red,0,col1,0,bottombump_0,maybe,67105e698f7df6c2eb1b9137,48,98,1
7,3977,100,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0000/col1blue.jpg,red,0,col1,0,bottombump_0,definite,67105e698f7df6c2eb1b9137,50,0,0
8,4274,0,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1blue.jpg,assets/targets/lh_hh_plinko_0001/col11red.jpg,blue,1,col1,1,topbump_0,NA,67105e698f7df6c2eb1b9137,50,0,0
9,5101,0,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base2red.jpg,assets/targets/hh_hl_unlink_plinko_0393/col21blue.jpg,red,0,col2,1,bottombump_3,maybe,67105e698f7df6c2eb1b9137,50,100,1
10,5713,100,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0002/col11red.jpg,blue,1,col1,1,bottombump_0,definite,67105e698f7df6c2eb1b9137,50,100,1
11,5263,42,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col2red.jpg,blue,1,col2,0,topbump_3,maybe,67105e698f7df6c2eb1b9137,8,42,0
12,7596,0,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0001/col11blue.jpg,red,0,col1,1,bump_5,NA,67105e698f7df6c2eb1b9137,50,100,1
13,4427,100,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col1red.jpg,blue,1,col1,0,topbump_3,NA,67105e698f7df6c2eb1b9137,50,100,1
14,7457,0,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0001/col11blue.jpg,red,0,col1,1,topbump_0,NA,67105e698f7df6c2eb1b9137,50,100,1
0,29265,51,assets/targets/lh_hh_plinko_0000/img.jpg,assets/targets/lh_hh_plinko_0000/recording.mp4,lh_hh_plinko_0000,goal_0,False,assets/targets/lh_hh_plinko_0000/base1blue.jpg,assets/targets/lh_hh_plinko_0000/col1red.jpg,blue,1,col1,0,topbump_3,NA,6788d3955e9c0345fd53cc36,1,51,1
1,9223,52,assets/targets/hh_hl_unlink_plinko_0269/img.jpg,assets/targets/hh_hl_unlink_plinko_0269/recording.mp4,hh_hl_unlink_plinko_0269,goal_3,False,assets/targets/hh_hl_unlink_plinko_0269/base1blue.jpg,assets/targets/hh_hl_unlink_plinko_0269/col1red.jpg,blue,1,col1,0,topbump_1,maybe,6788d3955e9c0345fd53cc36,2,52,1
2,7424,50,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0000/col11red.jpg,blue,1,col1,1,bottombump_0,definite,6788d3955e9c0345fd53cc36,0,50,0
3,8978,49,assets/targets/lh_hh_trNM_plinko_0002/img.jpg,assets/targets/lh_hh_trNM_plinko_0002/recording.mp4,lh_hh_trNM_plinko_0002,goal_4,False,assets/targets/lh_hh_trNM_plinko_0002/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0002/col1red.jpg,blue,1,col1,0,bottombump_0,definite,6788d3955e9c0345fd53cc36,1,49,0
4,10355,79,assets/targets/lh_hh_plinko_0001/img.jpg,assets/targets/lh_hh_plinko_0001/recording.mp4,lh_hh_plinko_0001,goal_3,False,assets/targets/lh_hh_plinko_0001/base1red.jpg,assets/targets/lh_hh_plinko_0001/col11blue.jpg,red,0,col1,1,topbump_0,NA,6788d3955e9c0345fd53cc36,29,21,0
5,5044,54,assets/targets/hh_hl_unlink_plinko_0240/img.jpg,assets/targets/hh_hl_unlink_plinko_0240/recording.mp4,hh_hl_unlink_plinko_0240,goal_0,False,assets/targets/hh_hl_unlink_plinko_0240/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0240/col2red.jpg,blue,1,col2,0,bottombump_1,maybe,6788d3955e9c0345fd53cc36,4,54,1
6,4229,13,assets/targets/lh_ll_unlink_plinko_0001/img.jpg,assets/targets/lh_ll_unlink_plinko_0001/recording.mp4,lh_ll_unlink_plinko_0001,goal_1,False,assets/targets/lh_ll_unlink_plinko_0001/base1blue.jpg,assets/targets/lh_ll_unlink_plinko_0001/col1red.jpg,blue,1,col1,0,bump_5,NA,6788d3955e9c0345fd53cc36,37,13,0
7,3071,51,assets/targets/lh_hh_plinko_0002/img.jpg,assets/targets/lh_hh_plinko_0002/recording.mp4,lh_hh_plinko_0002,goal_2,False,assets/targets/lh_hh_plinko_0002/base1blue.jpg,assets/targets/lh_hh_plinko_0002/col11red.jpg,blue,1,col1,1,bottombump_0,definite,6788d3955e9c0345fd53cc36,1,51,1
8,3474,51,assets/targets/lh_hh_trNM_plinko_0001/img.jpg,assets/targets/lh_hh_trNM_plinko_0001/recording.mp4,lh_hh_trNM_plinko_0001,goal_2,False,assets/targets/lh_hh_trNM_plinko_0001/base1red.jpg,assets/targets/lh_hh_trNM_plinko_0001/col11blue.jpg,red,0,col1,1,topbump_0,NA,6788d3955e9c0345fd53cc36,1,49,0
9,4433,51,assets/targets/hh_hl_unlink_plinko_0246/img.jpg,assets/targets/hh_hl_unlink_plinko_0246/recording.mp4,hh_hl_unlink_plinko_0246,goal_2,False,assets/targets/hh_hl_unlink_plinko_0246/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0246/col2red.jpg,blue,1,col2,0,bump_4,maybe,6788d3955e9c0345fd53cc36,1,51,1
10,2364,53,assets/targets/hh_hl_unlink_plinko_0202/img.jpg,assets/targets/hh_hl_unlink_plinko_0202/recording.mp4,hh_hl_unlink_plinko_0202,goal_0,False,assets/targets/hh_hl_unlink_plinko_0202/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0202/col2red.jpg,blue,1,col2,0,bump_4,maybe,6788d3955e9c0345fd53cc36,3,53,1
11,3794,51,assets/targets/lh_ll_unlink_plinko_0000/img.jpg,assets/targets/lh_ll_unlink_plinko_0000/recording.mp4,lh_ll_unlink_plinko_0000,goal_3,False,assets/targets/lh_ll_unlink_plinko_0000/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0000/col11blue.jpg,red,0,col1,1,topbump_0,maybe,6788d3955e9c0345fd53cc36,1,49,0
12,2694,51,assets/targets/lh_ll_unlink_plinko_0002/img.jpg,assets/targets/lh_ll_unlink_plinko_0002/recording.mp4,lh_ll_unlink_plinko_0002,goal_1,False,assets/targets/lh_ll_unlink_plinko_0002/base1red.jpg,assets/targets/lh_ll_unlink_plinko_0002/col11blue.jpg,red,0,col1,1,topbump_2,NA,6788d3955e9c0345fd53cc36,1,49,0
13,1677,50,assets/targets/hh_hl_unlink_plinko_0393/img.jpg,assets/targets/hh_hl_unlink_plinko_0393/recording.mp4,hh_hl_unlink_plinko_0393,goal_2,False,assets/targets/hh_hl_unlink_plinko_0393/base2blue.jpg,assets/targets/hh_hl_unlink_plinko_0393/col21red.jpg,blue,1,col2,1,bottombump_3,maybe,6788d3955e9c0345fd53cc36,0,50,0
14,4254,50,assets/targets/lh_hh_plinko_0003/img.jpg,assets/targets/lh_hh_plinko_0003/recording.mp4,lh_hh_plinko_0003,goal_4,False,assets/targets/lh_hh_plinko_0003/base1red.jpg,assets/targets/lh_hh_plinko_0003/col1blue.jpg,red,0,col1,0,topbump_1,NA,6788d3955e9c0345fd53cc36,0,50,0
0,22429,93,assets/targets/lh_hh_trNM_plinko_0000/img.jpg,assets/targets/lh_hh_trNM_plinko_0000/recording.mp4,lh_hh_trNM_plinko_0000,goal_0,False,assets/targets/lh_hh_trNM_plinko_0000/base1blue.jpg,assets/targets/lh_hh_trNM_plinko_0000/col1red.jpg,blue,1,col1,0,bottombump_0,definite,6753519ac83cda11cee58723,43,93,1
